"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2009","2009",58.35334,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2010","2010",58.26869,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2011","2011",57.87433,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2012","2012",57.6457,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2013","2013",57.49169,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2014","2014",58.30937,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","DNK","Denmark","2015","2015",57.64094,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TLS","Timor-Leste","2009","2009",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","1999","1999",64.49001,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2000","2000",58.20056,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2001","2001",60.57348,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2002","2002",59.31649,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2003","2003",59.39624,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2004","2004",59.5171,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2005","2005",59.64207,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2006","2006",59.00522,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2007","2007",57.15351,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2011","2011",58.13317,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2012","2012",58.8833,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2013","2013",56.58768,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2014","2014",53.5372,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BLR","Belarus","2015","2015",52.23228,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2004","2004",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2005","2005",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2012","2012",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2013","2013",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2015","2015",11.11111,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","MRT","Mauritania","2016","2016",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","1999","1999",83.80075,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2000","2000",81.40301,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2001","2001",80.25093,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2002","2002",81.27962,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2003","2003",83.48624,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2004","2004",75.44107,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2005","2005",81.99792,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2006","2006",68.85714,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2007","2007",72.6817,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2008","2008",70.7672,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2009","2009",60.78431,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2010","2010",70.4698,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2011","2011",65.93548,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2012","2012",70.8384,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2013","2013",70.32828,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2014","2014",69.5553,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SVK","Slovakia","2015","2015",66.17466,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2000","2000",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2001","2001",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2002","2002",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2003","2003",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2004","2004",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2005","2005",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2006","2006",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2007","2007",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2008","2008",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2009","2009",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2010","2010",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2011","2011",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2012","2012",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2013","2013",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2014","2014",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","MOZ","Mozambique","2015","2015",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","1999","1999",37.59082,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2000","2000",37.14689,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2001","2001",38.38791,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2002","2002",33.69741,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2003","2003",37.4778,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2004","2004",38.02239,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2005","2005",40.41579,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2006","2006",40.43948,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2007","2007",41.43581,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2008","2008",42.80767,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2009","2009",43.56925,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2010","2010",44.68403,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2011","2011",45.19665,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2012","2012",45.08816,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TUR","Turkey","2014","2014",47.71922,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","1999","1999",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","2000","2000",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","2001","2001",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","2002","2002",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","2004","2004",30.42328,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KHM","Cambodia","2015","2015",,"n","Magnitude nil or negligible"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","1999","1999",56.90015,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2001","2001",59.36119,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2002","2002",59.35005,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2003","2003",60.97193,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2004","2004",60.4245,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2005","2005",61.75968,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2006","2006",61.90726,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2007","2007",61.76859,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2008","2008",62.76058,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2009","2009",61.1807,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2010","2010",61.75993,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2011","2011",60.33918,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2012","2012",60.26898,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2013","2013",61.08433,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2014","2014",59.85328,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SVN","Slovenia","2015","2015",60.99512,,
"FGP_7","Percentage of graduates from tertiary ISCED 7 programmes who are female (%)","NOR","Norway","2013","2013",56.99469,,
"FGP_7","Percentage of graduates from tertiary ISCED 7 programmes who are female (%)","NOR","Norway","2014","2014",57.11917,,
"FGP_7","Percentage of graduates from tertiary ISCED 7 programmes who are female (%)","NOR","Norway","2015","2015",56.14961,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2007","2007",57.94092,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2008","2008",58.69221,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2009","2009",58.87702,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2010","2010",58.92183,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2011","2011",60.9502,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2012","2012",60.40802,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2013","2013",60.01509,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2014","2014",60.05241,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BIH","Bosnia and Herzegovina","2015","2015",59.6095,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","1999","1999",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2000","2000",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2001","2001",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2002","2002",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2003","2003",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2004","2004",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2007","2007",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","TKL","Tokelau","2008","2008",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LUX","Luxembourg","2008","2008",49.40828,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LUX","Luxembourg","2012","2012",57.9519,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LUX","Luxembourg","2013","2013",53.60102,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LUX","Luxembourg","2014","2014",54.89984,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2000","2000",65.03524,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2002","2002",67.1581,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2003","2003",67.1717,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2004","2004",65.85309,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2005","2005",65.21857,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2006","2006",65.41739,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2007","2007",61.41746,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2008","2008",59.64718,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2009","2009",59.27097,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2010","2010",60.11398,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2011","2011",60.35648,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2012","2012",60.50348,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2013","2013",59.78475,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2014","2014",59.3494,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","PRT","Portugal","2015","2015",59.3202,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2007","2007",41.64589,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2008","2008",43.03797,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2009","2009",45.62937,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2010","2010",49.7307,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2011","2011",48.32215,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2012","2012",48.12834,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2013","2013",47.73333,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2014","2014",48.04318,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","SRB","Serbia","2015","2015",52.70891,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","1999","1999",71.0396,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2000","2000",64.28571,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2001","2001",66.09589,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2003","2003",61.81411,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2004","2004",61.68929,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2005","2005",64.58824,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2006","2006",67.48538,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2007","2007",59.92949,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2008","2008",61.21884,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2009","2009",64.24802,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2010","2010",56.99615,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2011","2011",60.53371,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2012","2012",57.86062,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2013","2013",58.66261,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2014","2014",56.97674,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BRN","Brunei Darussalam","2015","2015",55.38462,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","1999","1999",53.70992,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","2000","2000",53.15635,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","2001","2001",55.44092,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","2002","2002",52.72311,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","2003","2003",53.91654,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","GEO","Georgia","2004","2004",53.39632,,
